Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
0.540,1.307,0.068,,,,,,,,,,,,
0.550,1.369,0.127,,,,,,,,,,,,
0.560,1.425,0.176,,,,,,,,,,,,
0.570,1.464,0.223,,,,,,,,,,,,
0.580,1.492,0.261,,,,,,,,,,,,
0.590,1.512,0.292,,,,,,,,,,,,
0.600,1.521,0.313,,,,,,,,,,,,
0.610,1.521,0.328,,,,,,,,,,,,
0.620,1.507,0.336,,,,,,,,,,,,
0.630,1.486,0.335,,,,,,,,,,,,
0.640,1.459,0.328,,,,,,,,,,,,
0.650,1.419,0.315,,,,,,,,,,,,
0.660,1.369,0.294,,,,,,,,,,,,
0.670,1.311,0.264,,,,,,,,,,,,
0.680,1.249,0.228,,,,,,,,,,,,
0.690,1.173,0.183,,,,,,,,,,,,
0.700,1.088,0.135,,,,,,,,,,,,
0.710,0.994,0.078,,,,,,,,,,,,
0.720,0.893,0.018,,,,,,,,,,,,
0.730,0.780,-0.047,,,,,,,,,,,,
0.740,0.668,-0.120,,,,,,,,,,,,
0.750,0.553,-0.196,,,,,,,,,,,,
0.760,0.422,-0.277,,,,,,,,,,,,
0.770,0.286,-0.362,,,,,,,,,,,,
0.780,0.144,-0.450,,,,,,,,,,,,
0.790,0.011,-0.543,,,,,,,,,,,,
0.800,-0.128,-0.634,,,,,,,,,,,,
0.810,-0.335,-0.730,,,,,,,,,,,,
0.820,-0.464,-0.826,,,,,,,,,,,,
0.830,-0.610,-0.923,,,,,,,,,,,,
0.840,-0.752,-1.021,,,,,,,,,,,,
0.850,-0.881,-1.117,,,,,,,,,,,,
0.860,-1.012,-1.211,,,,,,,,,,,,
0.870,-1.133,-1.304,,,,,,,,,,,,
0.880,-1.253,-1.394,,,,,,,,,,,,
0.890,-1.365,-1.483,,,,,,,,,,,,
0.900,-1.402,-1.569,,,,,,,,,,,,
0.910,-1.509,-1.650,,,,,,,,,,,,
0.920,-1.592,-1.725,,,,,,,,,,,,
0.930,-1.671,-1.795,,,,,,,,,,,,
0.940,-1.736,-1.859,,,,,,,,,,,,
0.950,-1.791,-1.916,,,,,,,,,,,,
0.960,-1.836,-1.966,,,,,,,,,,,,
0.970,-1.875,-2.008,,,,,,,,,,,,
0.980,-1.895,-2.041,,,,,,,,,,,,
0.990,-1.902,-2.067,,,,,,,,,,,,
1.000,-1.897,-2.084,,,,,,,,,,,,
1.010,-1.877,-2.091,,,,,,,,,,,,
1.020,-1.843,-2.090,,,,,,,,,,,,
1.030,-1.800,-2.081,,,,,,,,,,,,
1.040,-1.746,-2.064,,,,,,,,,,,,
1.050,-1.684,-2.036,,,,,,,,,,,,
1.060,-1.610,-2.000,,,,,,,,,,,,
1.070,-1.530,-1.955,,,,,,,,,,,,
1.080,-1.444,-1.903,,,,,,,,,,,,
1.090,-1.325,-1.843,,,,,,,,,,,,
1.100,-1.220,-1.776,,,,,,,,,,,,
1.110,-1.110,-1.703,,,,,,,,,,,,
1.120,-0.996,-1.623,,,,,,,,,,,,
1.130,-0.874,-1.539,,,,,,,,,,,,
1.140,-0.742,-1.451,,,,,,,,,,,,
1.150,-0.611,-1.360,,,,,,,,,,,,
1.160,-0.475,-1.266,,,,,,,,,,,,
1.170,-0.330,-1.169,,,,,,,,,,,,
1.180,-0.207,-1.072,,,,,,,,,,,,
1.190,-0.066,-0.972,,,,,,,,,,,,
1.200,0.078,-0.872,,,,,,,,,,,,
1.210,0.221,-0.771,,,,,,,,,,,,
1.220,0.358,-0.670,,,,,,,,,,,,
1.230,0.490,-0.573,,,,,,,,,,,,
1.240,0.620,-0.476,,,,,,,,,,,,
1.250,0.746,-0.383,,,,,,,,,,,,
1.260,0.858,-0.292,,,,,,,,,,,,
1.270,0.961,-0.203,,,,,,,,,,,,
1.280,1.061,-0.122,,,,,,,,,,,,
1.290,1.152,-0.046,,,,,,,,,,,,
1.300,1.235,0.022,,,,,,,,,,,,
1.310,1.304,0.085,,,,,,,,,,,,
1.320,1.361,0.143,,,,,,,,,,,,
1.330,1.409,0.192,,,,,,,,,,,,
1.340,1.447,0.236,,,,,,,,,,,,
1.350,1.475,0.272,,,,,,,,,,,,
1.360,1.495,0.300,,,,,,,,,,,,
1.370,1.503,0.321,,,,,,,,,,,,
1.380,1.498,0.334,,,,,,,,,,,,
1.390,1.488,0.339,,,,,,,,,,,,
1.400,1.465,0.336,,,,,,,,,,,,
1.410,1.436,0.328,,,,,,,,,,,,
1.420,1.395,0.313,,,,,,,,,,,,
1.430,1.344,0.291,,,,,,,,,,,,
1.440,1.286,0.258,,,,,,,,,,,,
1.450,1.221,0.220,,,,,,,,,,,,
1.460,1.141,0.173,,,,,,,,,,,,
1.470,1.054,0.124,,,,,,,,,,,,
1.480,0.957,0.066,,,,,,,,,,,,
1.490,0.858,0.003,,,,,,,,,,,,
1.500,0.750,-0.065,,,,,,,,,,,,
1.510,0.634,-0.138,,,,,,,,,,,,
1.520,0.509,-0.214,,,,,,,,,,,,
1.530,0.375,-0.296,,,,,,,,,,,,
1.540,0.232,-0.383,,,,,,,,,,,,
1.550,0.099,-0.471,,,,,,,,,,,,
1.560,-0.028,-0.564,,,,,,,,,,,,
1.570,-0.176,-0.655,,,,,,,,,,,,
1.580,-0.343,-0.750,,,,,,,,,,,,
1.590,-0.483,-0.848,,,,,,,,,,,,
1.600,-0.623,-0.945,,,,,,,,,,,,
1.610,-0.756,-1.043,,,,,,,,,,,,
1.620,-0.886,-1.137,,,,,,,,,,,,
1.630,-1.007,-1.230,,,,,,,,,,,,
1.640,-1.128,-1.324,,,,,,,,,,,,
1.650,-1.252,-1.415,,,,,,,,,,,,
1.660,-1.354,-1.503,,,,,,,,,,,,
1.670,-1.431,-1.587,,,,,,,,,,,,
1.680,-1.524,-1.666,,,,,,,,,,,,
1.690,-1.602,-1.741,,,,,,,,,,,,
1.700,-1.677,-1.811,,,,,,,,,,,,
1.710,-1.741,-1.873,,,,,,,,,,,,
1.720,-1.795,-1.928,,,,,,,,,,,,
1.730,-1.840,-1.975,,,,,,,,,,,,
1.740,-1.872,-2.016,,,,,,,,,,,,
1.750,-1.885,-2.048,,,,,,,,,,,,
1.760,-1.890,-2.072,,,,,,,,,,,,
1.770,-1.880,-2.085,,,,,,,,,,,,
1.780,-1.859,-2.091,,,,,,,,,,,,
1.790,-1.818,-2.089,,,,,,,,,,,,
1.800,-1.770,-2.078,,,,,,,,,,,,
1.810,-1.713,-2.059,,,,,,,,,,,,
1.820,-1.648,-2.028,,,,,,,,,,,,
1.830,-1.575,-1.990,,,,,,,,,,,,
1.840,-1.494,-1.944,,,,,,,,,,,,
1.850,-1.366,-1.891,,,,,,,,,,,,
1.860,-1.247,-1.829,,,,,,,,,,,,
1.870,-1.142,-1.760,,,,,,,,,,,,
1.880,-1.029,-1.685,,,,,,,,,,,,
1.890,-0.905,-1.605,,,,,,,,,,,,
1.900,-0.777,-1.521,,,,,,,,,,,,
1.910,-0.648,-1.431,,,,,,,,,,,,
1.920,-0.516,-1.338,,,,,,,,,,,,
1.930,-0.379,-1.244,,,,,,,,,,,,
1.940,-0.271,-1.147,,,,,,,,,,,,
1.950,-0.147,-1.051,,,,,,,,,,,,
1.960,-0.004,-0.950,,,,,,,,,,,,
1.970,0.132,-0.849,,,,,,,,,,,,
1.980,0.267,-0.748,,,,,,,,,,,,
1.990,0.403,-0.648,,,,,,,,,,,,
2.000,0.538,-0.552,,,,,,,,,,,,
2.010,0.665,-0.456,,,,,,,,,,,,
2.020,0.785,-0.363,,,,,,,,,,,,
2.030,0.896,-0.271,,,,,,,,,,,,
2.040,1.000,-0.185,,,,,,,,,,,,
2.050,1.097,-0.106,,,,,,,,,,,,
2.060,1.186,-0.031,,,,,,,,,,,,
2.070,1.261,0.037,,,,,,,,,,,,
2.080,1.325,0.099,,,,,,,,,,,,
2.090,1.381,0.155,,,,,,,,,,,,
2.100,1.429,0.202,,,,,,,,,,,,
2.110,1.464,0.245,,,,,,,,,,,,
2.120,1.488,0.280,,,,,,,,,,,,
2.130,1.502,0.307,,,,,,,,,,,,
2.140,1.508,0.326,,,,,,,,,,,,
2.150,1.501,0.336,,,,,,,,,,,,
2.160,1.489,0.339,,,,,,,,,,,,
2.170,1.463,0.336,,,,,,,,,,,,
2.180,1.430,0.326,,,,,,,,,,,,
2.190,1.385,0.309,,,,,,,,,,,,
2.200,1.334,0.283,,,,,,,,,,,,
2.210,1.273,0.249,,,,,,,,,,,,
2.220,1.202,0.209,,,,,,,,,,,,
2.230,1.117,0.162,,,,,,,,,,,,
2.240,1.030,0.110,,,,,,,,,,,,
2.250,0.931,0.051,,,,,,,,,,,,
2.260,0.831,-0.013,,,,,,,,,,,,
2.270,0.714,-0.082,,,,,,,,,,,,
2.280,0.592,-0.156,,,,,,,,,,,,
2.290,0.464,-0.233,,,,,,,,,,,,
2.300,0.332,-0.317,,,,,,,,,,,,
2.310,0.190,-0.405,,,,,,,,,,,,
2.320,0.046,-0.493,,,,,,,,,,,,
2.330,-0.082,-0.585,,,,,,,,,,,,
2.340,-0.250,-0.679,,,,,,,,,,,,
2.350,-0.385,-0.775,,,,,,,,,,,,
2.360,-0.522,-0.872,,,,,,,,,,,,
2.370,-0.662,-0.969,,,,,,,,,,,,
2.380,-0.795,-1.067,,,,,,,,,,,,
2.390,-0.922,-1.161,,,,,,,,,,,,
2.400,-1.041,-1.255,,,,,,,,,,,,
2.410,-1.155,-1.347,,,,,,,,,,,,
2.420,-1.283,-1.437,,,,,,,,,,,,
2.430,-1.363,-1.524,,,,,,,,,,,,
2.440,-1.472,-1.607,,,,,,,,,,,,
2.450,-1.558,-1.687,,,,,,,,,,,,
2.460,-1.639,-1.760,,,,,,,,,,,,
2.470,-1.712,-1.827,,,,,,,,,,,,
2.480,-1.774,-1.887,,,,,,,,,,,,
2.490,-1.823,-1.941,,,,,,,,,,,,
2.500,-1.862,-1.987,,,,,,,,,,,,
2.510,-1.888,-2.025,,,,,,,,,,,,
2.520,-1.904,-2.055,,,,,,,,,,,,
2.530,-1.904,-2.076,,,,,,,,,,,,
2.540,-1.891,-2.088,,,,,,,,,,,,
2.550,-1.861,-2.092,,,,,,,,,,,,
2.560,-1.818,-2.087,,,,,,,,,,,,
2.570,-1.769,-2.073,,,,,,,,,,,,
2.580,-1.714,-2.050,,,,,,,,,,,,
2.590,-1.646,-2.018,,,,,,,,,,,,
2.600,-1.567,-1.978,,,,,,,,,,,,
2.610,-1.483,-1.929,,,,,,,,,,,,
2.620,-1.380,-1.872,,,,,,,,,,,,
2.630,-1.281,-1.808,,,,,,,,,,,,
2.640,-1.171,-1.738,,,,,,,,,,,,
2.650,-1.053,-1.662,,,,,,,,,,,,
2.660,-0.929,-1.580,,,,,,,,,,,,
2.670,-0.798,-1.493,,,,,,,,,,,,
2.680,-0.668,-1.402,,,,,,,,,,,,
2.690,-0.533,-1.310,,,,,,,,,,,,
2.700,-0.391,-1.214,,,,,,,,,,,,
2.710,-0.255,-1.118,,,,,,,,,,,,
2.720,-0.110,-1.019,,,,,,,,,,,,
2.730,0.030,-0.918,,,,,,,,,,,,
2.740,0.167,-0.817,,,,,,,,,,,,
2.750,0.305,-0.717,,,,,,,,,,,,
2.760,0.438,-0.619,,,,,,,,,,,,
2.770,0.569,-0.521,,,,,,,,,,,,
2.780,0.695,-0.427,,,,,,,,,,,,
2.790,0.815,-0.335,,,,,,,,,,,,
2.800,0.923,-0.246,,,,,,,,,,,,
2.810,1.026,-0.161,,,,,,,,,,,,
2.820,1.119,-0.083,,,,,,,,,,,,
2.830,1.206,-0.011,,,,,,,,,,,,
2.840,1.282,0.055,,,,,,,,,,,,
2.850,1.345,0.115,,,,,,,,,,,,
2.860,1.401,0.167,,,,,,,,,,,,
2.870,1.444,0.215,,,,,,,,,,,,
2.880,1.475,0.255,,,,,,,,,,,,
2.890,1.499,0.287,,,,,,,,,,,,
2.900,1.512,0.310,,,,,,,,,,,,
2.910,1.517,0.326,,,,,,,,,,,,
2.920,1.505,0.335,,,,,,,,,,,,
2.930,1.488,0.337,,,,,,,,,,,,
2.940,1.464,0.331,,,,,,,,,,,,
2.950,1.428,0.318,,,,,,,,,,,,
2.960,1.382,0.298,,,,,,,,,,,,
2.970,1.328,0.270,,,,,,,,,,,,
2.980,1.266,0.235,,,,,,,,,,,,
2.990,1.196,0.192,,,,,,,,,,,,
3.000,1.112,0.144,,,,,,,,,,,,
3.010,1.023,0.090,,,,,,,,,,,,
3.020,0.924,0.030,,,,,,,,,,,,
3.030,0.818,-0.035,,,,,,,,,,,,
3.040,0.694,-0.106,,,,,,,,,,,,
3.050,0.576,-0.182,,,,,,,,,,,,
3.060,0.446,-0.261,,,,,,,,,,,,
3.070,0.308,-0.345,,,,,,,,,,,,
3.080,0.165,-0.432,,,,,,,,,,,,
3.090,0.021,-0.524,,,,,,,,,,,,
3.100,-0.115,-0.617,,,,,,,,,,,,
3.110,-0.280,-0.712,,,,,,,,,,,,
3.120,-0.405,-0.807,,,,,,,,,,,,
3.130,-0.537,-0.904,,,,,,,,,,,,
3.140,-0.676,-1.002,,,,,,,,,,,,
3.150,-0.806,-1.098,,,,,,,,,,,,
3.160,-0.930,-1.192,,,,,,,,,,,,
3.170,-1.052,-1.285,,,,,,,,,,,,
3.180,-1.163,-1.377,,,,,,,,,,,,
3.190,-1.276,-1.467,,,,,,,,,,,,
3.200,-1.354,-1.553,,,,,,,,,,,,
3.210,-1.472,-1.635,,,,,,,,,,,,
3.220,-1.554,-1.712,,,,,,,,,,,,
3.230,-1.631,-1.783,,,,,,,,,,,,
3.240,-1.701,-1.849,,,,,,,,,,,,
3.250,-1.760,-1.908,,,,,,,,,,,,
3.260,-1.807,-1.958,,,,,,,,,,,,
3.270,-1.844,-2.001,,,,,,,,,,,,
3.280,-1.868,-2.036,,,,,,,,,,,,
3.290,-1.880,-2.063,,,,,,,,,,,,
3.300,-1.873,-2.081,,,,,,,,,,,,
3.310,-1.856,-2.091,,,,,,,,,,,,
3.320,-1.827,-2.092,,,,,,,,,,,,
3.330,-1.784,-2.084,,,,,,,,,,,,
3.340,-1.730,-2.068,,,,,,,,,,,,
3.350,-1.670,-2.042,,,,,,,,,,,,
3.360,-1.601,-2.007,,,,,,,,,,,,
3.370,-1.523,-1.964,,,,,,,,,,,,
3.380,-1.439,-1.913,,,,,,,,,,,,
3.390,-1.315,-1.855,,,,,,,,,,,,
3.400,-1.209,-1.789,,,,,,,,,,,,
3.410,-1.101,-1.717,,,,,,,,,,,,
3.420,-0.984,-1.639,,,,,,,,,,,,
3.430,-0.862,-1.555,,,,,,,,,,,,
3.440,-0.734,-1.467,,,,,,,,,,,,
3.450,-0.603,-1.376,,,,,,,,,,,,
3.460,-0.471,-1.282,,,,,,,,,,,,
3.470,-0.331,-1.186,,,,,,,,,,,,
3.480,-0.217,-1.089,,,,,,,,,,,,
3.490,-0.078,-0.989,,,,,,,,,,,,
3.500,0.065,-0.890,,,,,,,,,,,,
3.510,0.202,-0.788,,,,,,,,,,,,
3.520,0.338,-0.688,,,,,,,,,,,,
3.530,0.473,-0.590,,,,,,,,,,,,
3.540,0.602,-0.493,,,,,,,,,,,,
3.550,0.729,-0.400,,,,,,,,,,,,
3.560,0.847,-0.307,,,,,,,,,,,,
3.570,0.949,-0.218,,,,,,,,,,,,
3.580,1.048,-0.136,,,,,,,,,,,,
3.590,1.139,-0.059,,,,,,,,,,,,
3.600,1.225,0.011,,,,,,,,,,,,
3.610,1.296,0.075,,,,,,,,,,,,
3.620,1.355,0.134,,,,,,,,,,,,
3.630,1.404,0.183,,,,,,,,,,,,
3.640,1.443,0.229,,,,,,,,,,,,
3.650,1.474,0.265,,,,,,,,,,,,
3.660,1.497,0.294,,,,,,,,,,,,
3.670,1.506,0.316,,,,,,,,,,,,
3.680,1.502,0.331,,,,,,,,,,,,
3.690,1.491,0.336,,,,,,,,,,,,
3.700,1.469,0.335,,,,,,,,,,,,
3.710,1.440,0.327,,,,,,,,,,,,
3.720,1.401,0.313,,,,,,,,,,,,
3.730,1.351,0.292,,,,,,,,,,,,
3.740,1.292,0.260,,,,,,,,,,,,
3.750,1.226,0.223,,,,,,,,,,,,
3.760,1.147,0.178,,,,,,,,,,,,
3.770,1.062,0.130,,,,,,,,,,,,
3.780,0.966,0.072,,,,,,,,,,,,
3.790,0.868,0.011,,,,,,,,,,,,
3.800,0.757,-0.056,,,,,,,,,,,,
3.810,0.637,-0.128,,,,,,,,,,,,
3.820,0.518,-0.204,,,,,,,,,,,,
3.830,0.389,-0.285,,,,,,,,,,,,
3.840,0.256,-0.371,,,,,,,,,,,,
3.850,0.118,-0.459,,,,,,,,,,,,
3.860,-0.023,-0.553,,,,,,,,,,,,
3.870,-0.164,-0.643,,,,,,,,,,,,
3.880,-0.341,-0.739,,,,,,,,,,,,
3.890,-0.483,-0.836,,,,,,,,,,,,
3.900,-0.619,-0.934,,,,,,,,,,,,
3.910,-0.758,-1.032,,,,,,,,,,,,
3.920,-0.889,-1.127,,,,,,,,,,,,
3.930,-1.017,-1.220,,,,,,,,,,,,
3.940,-1.134,-1.314,,,,,,,,,,,,
3.950,-1.243,-1.405,,,,,,,,,,,,
3.960,-1.350,-1.494,,,,,,,,,,,,
3.970,-1.416,-1.578,,,,,,,,,,,,
3.980,-1.506,-1.658,,,,,,,,,,,,
3.990,-1.583,-1.733,,,,,,,,,,,,
4.000,-1.656,-1.803,,,,,,,,,,,,
4.010,-1.721,-1.867,,,,,,,,,,,,
4.020,-1.778,-1.922,,,,,,,,,,,,
4.030,-1.820,-1.970,,,,,,,,,,,,
4.040,-1.852,-2.012,,,,,,,,,,,,
4.050,-1.866,-2.045,,,,,,,,,,,,
4.060,-1.873,-2.070,,,,,,,,,,,,
4.070,-1.862,-2.085,,,,,,,,,,,,
4.080,-1.843,-2.091,,,,,,,,,,,,
4.090,-1.805,-2.090,,,,,,,,,,,,
4.100,-1.756,-2.081,,,,,,,,,,,,
4.110,-1.700,-2.062,,,,,,,,,,,,
4.120,-1.639,-2.033,,,,,,,,,,,,
4.130,-1.567,-1.995,,,,,,,,,,,,
4.140,-1.487,-1.949,,,,,,,,,,,,
4.150,-1.377,-1.897,,,,,,,,,,,,
4.160,-1.255,-1.837,,,,,,,,,,,,
4.170,-1.151,-1.768,,,,,,,,,,,,
4.180,-1.039,-1.694,,,,,,,,,,,,
4.190,-0.919,-1.614,,,,,,,,,,,,
4.200,-0.792,-1.530,,,,,,,,,,,,
4.210,-0.662,-1.441,,,,,,,,,,,,
4.220,-0.533,-1.349,,,,,,,,,,,,
4.230,-0.397,-1.254,,,,,,,,,,,,
4.240,-0.270,-1.157,,,,,,,,,,,,
4.250,-0.154,-1.061,,,,,,,,,,,,
4.260,-0.011,-0.960,,,,,,,,,,,,
4.270,0.126,-0.859,,,,,,,,,,,,
4.280,0.264,-0.758,,,,,,,,,,,,
4.290,0.399,-0.658,,,,,,,,,,,,
4.300,0.533,-0.561,,,,,,,,,,,,
4.310,0.663,-0.464,,,,,,,,,,,,
4.320,0.783,-0.370,,,,,,,,,,,,
4.330,0.891,-0.279,,,,,,,,,,,,
4.340,0.999,-0.191,,,,,,,,,,,,
4.350,1.097,-0.112,,,,,,,,,,,,
4.360,1.186,-0.037,,,,,,,,,,,,
4.370,1.263,0.032,,,,,,,,,,,,
4.380,1.328,0.094,,,,,,,,,,,,
4.390,1.385,0.150,,,,,,,,,,,,
4.400,1.434,0.198,,,,,,,,,,,,
4.410,1.469,0.241,,,,,,,,,,,,
4.420,1.493,0.276,,,,,,,,,,,,
4.430,1.508,0.303,,,,,,,,,,,,
4.440,1.515,0.322,,,,,,,,,,,,
4.450,1.509,0.333,,,,,,,,,,,,
4.460,1.496,0.336,,,,,,,,,,,,
4.470,1.470,0.334,,,,,,,,,,,,
4.480,1.437,0.324,,,,,,,,,,,,
4.490,1.393,0.307,,,,,,,,,,,,
4.500,1.343,0.282,,,,,,,,,,,,
4.510,1.282,0.249,,,,,,,,,,,,
4.520,1.211,0.210,,,,,,,,,,,,
4.530,1.127,0.163,,,,,,,,,,,,
4.540,1.041,0.112,,,,,,,,,,,,
4.550,0.943,0.053,,,,,,,,,,,,
4.560,0.843,-0.010,,,,,,,,,,,,
4.570,0.729,-0.077,,,,,,,,,,,,
4.580,0.605,-0.151,,,,,,,,,,,,
4.590,0.480,-0.229,,,,,,,,,,,,
4.600,0.347,-0.312,,,,,,,,,,,,
4.610,0.209,-0.399,,,,,,,,,,,,
4.620,0.065,-0.487,,,,,,,,,,,,
4.630,-0.077,-0.579,,,,,,,,,,,,
4.640,-0.222,-0.672,,,,,,,,,,,,
4.650,-0.384,-0.768,,,,,,,,,,,,
4.660,-0.525,-0.867,,,,,,,,,,,,
4.670,-0.661,-0.963,,,,,,,,,,,,
4.680,-0.796,-1.061,,,,,,,,,,,,
4.690,-0.923,-1.155,,,,,,,,,,,,
4.700,-1.045,-1.249,,,,,,,,,,,,
4.710,-1.157,-1.341,,,,,,,,,,,,
4.720,-1.270,-1.432,,,,,,,,,,,,
4.730,-1.373,-1.519,,,,,,,,,,,,
4.740,-1.454,-1.603,,,,,,,,,,,,
4.750,-1.539,-1.682,,,,,,,,,,,,
4.760,-1.618,-1.756,,,,,,,,,,,,
4.770,-1.692,-1.823,,,,,,,,,,,,
4.780,-1.755,-1.884,,,,,,,,,,,,
4.790,-1.806,-1.938,,,,,,,,,,,,
4.800,-1.847,-1.985,,,,,,,,,,,,
4.810,-1.875,-2.023,,,,,,,,,,,,
4.820,-1.888,-2.054,,,,,,,,,,,,
4.830,-1.890,-2.075,,,,,,,,,,,,
4.840,-1.877,-2.088,,,,,,,,,,,,
4.850,-1.851,-2.093,,,,,,,,,,,,
4.860,-1.809,-2.088,,,,,,,,,,,,
4.870,-1.760,-2.075,,,,,,,,,,,,
4.880,-1.703,-2.052,,,,,,,,,,,,
4.890,-1.636,-2.020,,,,,,,,,,,,
4.900,-1.558,-1.980,,,,,,,,,,,,
4.910,-1.475,-1.932,,,,,,,,,,,,
4.920,-1.393,-1.876,,,,,,,,,,,,
4.930,-1.295,-1.812,,,,,,,,,,,,
4.940,-1.185,-1.742,,,,,,,,,,,,
4.950,-1.067,-1.667,,,,,,,,,,,,
4.960,-0.947,-1.586,,,,,,,,,,,,
4.970,-0.813,-1.500,,,,,,,,,,,,
4.980,-0.683,-1.409,,,,,,,,,,,,
4.990,-0.549,-1.317,,,,,,,,,,,,
5.000,-0.407,-1.222,,,,,,,,,,,,
5.010,-0.251,-1.126,,,,,,,,,,,,
5.020,-0.108,-1.027,,,,,,,,,,,,
5.030,0.032,-0.926,,,,,,,,,,,,
5.040,0.169,-0.825,,,,,,,,,,,,
5.050,0.310,-0.725,,,,,,,,,,,,
5.060,0.439,-0.626,,,,,,,,,,,,
5.070,0.570,-0.528,,,,,,,,,,,,
5.080,0.696,-0.433,,,,,,,,,,,,
5.090,0.815,-0.340,,,,,,,,,,,,
5.100,0.924,-0.251,,,,,,,,,,,,
5.110,1.027,-0.165,,,,,,,,,,,,
