Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
1.110,-9.950,-0.917,,,,,,,,,,,,
1.120,-10.253,-0.918,,,,,,,,,,,,
1.130,-10.526,-0.918,,,,,,,,,,,,
1.140,-10.766,-0.918,,,,,,,,,,,,
1.150,-10.966,-0.917,,,,,,,,,,,,
1.160,-11.125,-0.917,,,,,,,,,,,,
1.170,-11.246,-0.918,,,,,,,,,,,,
1.180,-11.332,-0.918,,,,,,,,,,,,
1.190,-11.378,-0.918,,,,,,,,,,,,
1.200,-11.388,-0.917,,,,,,,,,,,,
1.210,-11.372,-0.917,,,,,,,,,,,,
1.220,-11.311,-0.917,,,,,,,,,,,,
1.230,-11.213,-0.916,,,,,,,,,,,,
1.240,-11.082,-0.916,,,,,,,,,,,,
1.250,-10.916,-0.916,,,,,,,,,,,,
1.260,-10.707,-0.916,,,,,,,,,,,,
1.270,-10.460,-0.916,,,,,,,,,,,,
1.280,-10.180,-0.917,,,,,,,,,,,,
1.290,-9.873,-0.918,,,,,,,,,,,,
1.300,-9.527,-0.918,,,,,,,,,,,,
1.310,-9.153,-0.919,,,,,,,,,,,,
1.320,-8.744,-0.920,,,,,,,,,,,,
1.330,-8.306,-0.920,,,,,,,,,,,,
1.340,-7.842,-0.920,,,,,,,,,,,,
1.350,-7.357,-0.919,,,,,,,,,,,,
1.360,-6.847,-0.920,,,,,,,,,,,,
1.370,-6.312,-0.919,,,,,,,,,,,,
1.380,-5.753,-0.918,,,,,,,,,,,,
1.390,-5.180,-0.918,,,,,,,,,,,,
1.400,-4.587,-0.918,,,,,,,,,,,,
1.410,-3.979,-0.920,,,,,,,,,,,,
1.420,-3.361,-0.922,,,,,,,,,,,,
1.430,-2.734,-0.925,,,,,,,,,,,,
1.440,-2.096,-0.926,,,,,,,,,,,,
1.450,-1.450,-0.928,,,,,,,,,,,,
1.460,-0.812,-0.930,,,,,,,,,,,,
1.470,-0.181,-0.932,,,,,,,,,,,,
1.480,0.461,-0.934,,,,,,,,,,,,
1.490,1.098,-0.935,,,,,,,,,,,,
1.500,1.725,-0.934,,,,,,,,,,,,
1.510,2.348,-0.934,,,,,,,,,,,,
1.520,2.965,-0.933,,,,,,,,,,,,
1.530,3.566,-0.934,,,,,,,,,,,,
1.540,4.148,-0.934,,,,,,,,,,,,
1.550,4.723,-0.934,,,,,,,,,,,,
1.560,5.291,-0.935,,,,,,,,,,,,
1.570,5.834,-0.935,,,,,,,,,,,,
1.580,6.354,-0.936,,,,,,,,,,,,
1.590,6.852,-0.937,,,,,,,,,,,,
1.600,7.329,-0.938,,,,,,,,,,,,
1.610,7.779,-0.939,,,,,,,,,,,,
1.620,8.204,-0.940,,,,,,,,,,,,
1.630,8.603,-0.940,,,,,,,,,,,,
1.640,8.977,-0.940,,,,,,,,,,,,
1.650,9.321,-0.939,,,,,,,,,,,,
1.660,9.634,-0.939,,,,,,,,,,,,
1.670,9.918,-0.939,,,,,,,,,,,,
1.680,10.168,-0.939,,,,,,,,,,,,
1.690,10.377,-0.939,,,,,,,,,,,,
1.700,10.552,-0.938,,,,,,,,,,,,
1.710,10.693,-0.938,,,,,,,,,,,,
1.720,10.802,-0.939,,,,,,,,,,,,
1.730,10.872,-0.940,,,,,,,,,,,,
1.740,10.903,-0.940,,,,,,,,,,,,
1.750,10.894,-0.940,,,,,,,,,,,,
1.760,10.850,-0.941,,,,,,,,,,,,
1.770,10.772,-0.942,,,,,,,,,,,,
1.780,10.654,-0.942,,,,,,,,,,,,
1.790,10.502,-0.942,,,,,,,,,,,,
1.800,10.313,-0.941,,,,,,,,,,,,
1.810,10.092,-0.941,,,,,,,,,,,,
1.820,9.835,-0.940,,,,,,,,,,,,
1.830,9.547,-0.939,,,,,,,,,,,,
1.840,9.230,-0.938,,,,,,,,,,,,
1.850,8.876,-0.937,,,,,,,,,,,,
1.860,8.500,-0.937,,,,,,,,,,,,
1.870,8.102,-0.937,,,,,,,,,,,,
1.880,7.681,-0.937,,,,,,,,,,,,
1.890,7.235,-0.937,,,,,,,,,,,,
1.900,6.759,-0.937,,,,,,,,,,,,
1.910,6.266,-0.938,,,,,,,,,,,,
1.920,5.756,-0.938,,,,,,,,,,,,
1.930,5.228,-0.939,,,,,,,,,,,,
1.940,4.684,-0.939,,,,,,,,,,,,
1.950,4.118,-0.938,,,,,,,,,,,,
1.960,3.555,-0.938,,,,,,,,,,,,
1.970,2.972,-0.936,,,,,,,,,,,,
1.980,2.375,-0.934,,,,,,,,,,,,
1.990,1.777,-0.932,,,,,,,,,,,,
2.000,1.168,-0.929,,,,,,,,,,,,
2.010,0.553,-0.926,,,,,,,,,,,,
2.020,-0.064,-0.925,,,,,,,,,,,,
2.030,-0.680,-0.924,,,,,,,,,,,,
2.040,-1.292,-0.924,,,,,,,,,,,,
2.050,-1.912,-0.923,,,,,,,,,,,,
2.060,-2.522,-0.924,,,,,,,,,,,,
2.070,-3.118,-0.925,,,,,,,,,,,,
2.080,-3.709,-0.925,,,,,,,,,,,,
2.090,-4.282,-0.925,,,,,,,,,,,,
2.100,-4.843,-0.924,,,,,,,,,,,,
2.110,-5.385,-0.924,,,,,,,,,,,,
2.120,-5.906,-0.922,,,,,,,,,,,,
2.130,-6.410,-0.921,,,,,,,,,,,,
2.140,-6.891,-0.919,,,,,,,,,,,,
2.150,-7.345,-0.918,,,,,,,,,,,,
2.160,-7.771,-0.918,,,,,,,,,,,,
2.170,-8.170,-0.918,,,,,,,,,,,,
2.180,-8.543,-0.918,,,,,,,,,,,,
2.190,-8.889,-0.918,,,,,,,,,,,,
2.200,-9.201,-0.917,,,,,,,,,,,,
2.210,-9.484,-0.917,,,,,,,,,,,,
2.220,-9.731,-0.918,,,,,,,,,,,,
2.230,-9.949,-0.919,,,,,,,,,,,,
2.240,-10.134,-0.919,,,,,,,,,,,,
2.250,-10.287,-0.918,,,,,,,,,,,,
2.260,-10.400,-0.918,,,,,,,,,,,,
2.270,-10.477,-0.918,,,,,,,,,,,,
2.280,-10.518,-0.918,,,,,,,,,,,,
2.290,-10.526,-0.918,,,,,,,,,,,,
2.300,-10.496,-0.918,,,,,,,,,,,,
2.310,-10.431,-0.918,,,,,,,,,,,,
2.320,-10.329,-0.918,,,,,,,,,,,,
2.330,-10.192,-0.918,,,,,,,,,,,,
2.340,-10.023,-0.918,,,,,,,,,,,,
2.350,-9.824,-0.917,,,,,,,,,,,,
2.360,-9.591,-0.917,,,,,,,,,,,,
2.370,-9.325,-0.918,,,,,,,,,,,,
2.380,-9.030,-0.918,,,,,,,,,,,,
2.390,-8.710,-0.918,,,,,,,,,,,,
2.400,-8.359,-0.917,,,,,,,,,,,,
2.410,-7.981,-0.918,,,,,,,,,,,,
2.420,-7.573,-0.918,,,,,,,,,,,,
2.430,-7.144,-0.918,,,,,,,,,,,,
2.440,-6.693,-0.919,,,,,,,,,,,,
2.450,-6.216,-0.919,,,,,,,,,,,,
2.460,-5.718,-0.921,,,,,,,,,,,,
2.470,-5.201,-0.923,,,,,,,,,,,,
2.480,-4.667,-0.925,,,,,,,,,,,,
2.490,-4.119,-0.925,,,,,,,,,,,,
2.500,-3.562,-0.924,,,,,,,,,,,,
2.510,-2.993,-0.925,,,,,,,,,,,,
2.520,-2.413,-0.925,,,,,,,,,,,,
2.530,-1.824,-0.926,,,,,,,,,,,,
2.540,-1.240,-0.924,,,,,,,,,,,,
2.550,-0.654,-0.922,,,,,,,,,,,,
2.560,-0.059,-0.921,,,,,,,,,,,,
2.570,0.530,-0.922,,,,,,,,,,,,
2.580,1.114,-0.924,,,,,,,,,,,,
2.590,1.692,-0.926,,,,,,,,,,,,
2.600,2.260,-0.927,,,,,,,,,,,,
2.610,2.821,-0.929,,,,,,,,,,,,
2.620,3.372,-0.932,,,,,,,,,,,,
2.630,3.912,-0.934,,,,,,,,,,,,
2.640,4.437,-0.936,,,,,,,,,,,,
2.650,4.940,-0.937,,,,,,,,,,,,
2.660,5.430,-0.937,,,,,,,,,,,,
2.670,5.904,-0.938,,,,,,,,,,,,
2.680,6.359,-0.938,,,,,,,,,,,,
2.690,6.792,-0.938,,,,,,,,,,,,
2.700,7.199,-0.938,,,,,,,,,,,,
2.710,7.586,-0.938,,,,,,,,,,,,
2.720,7.949,-0.938,,,,,,,,,,,,
2.730,8.285,-0.938,,,,,,,,,,,,
2.740,8.591,-0.938,,,,,,,,,,,,
2.750,8.870,-0.938,,,,,,,,,,,,
2.760,9.118,-0.938,,,,,,,,,,,,
2.770,9.337,-0.939,,,,,,,,,,,,
2.780,9.525,-0.939,,,,,,,,,,,,
2.790,9.685,-0.940,,,,,,,,,,,,
2.800,9.804,-0.939,,,,,,,,,,,,
2.810,9.890,-0.939,,,,,,,,,,,,
2.820,9.947,-0.940,,,,,,,,,,,,
2.830,9.971,-0.941,,,,,,,,,,,,
2.840,9.963,-0.940,,,,,,,,,,,,
2.850,9.918,-0.940,,,,,,,,,,,,
2.860,9.841,-0.939,,,,,,,,,,,,
2.870,9.737,-0.939,,,,,,,,,,,,
2.880,9.594,-0.939,,,,,,,,,,,,
2.890,9.419,-0.939,,,,,,,,,,,,
2.900,9.217,-0.938,,,,,,,,,,,,
2.910,8.985,-0.937,,,,,,,,,,,,
2.920,8.723,-0.937,,,,,,,,,,,,
2.930,8.431,-0.937,,,,,,,,,,,,
2.940,8.117,-0.937,,,,,,,,,,,,
2.950,7.772,-0.937,,,,,,,,,,,,
2.960,7.405,-0.937,,,,,,,,,,,,
2.970,7.016,-0.938,,,,,,,,,,,,
2.980,6.607,-0.938,,,,,,,,,,,,
2.990,6.173,-0.938,,,,,,,,,,,,
3.000,5.721,-0.938,,,,,,,,,,,,
3.010,5.253,-0.937,,,,,,,,,,,,
3.020,4.769,-0.937,,,,,,,,,,,,
3.030,4.235,-0.936,,,,,,,,,,,,
3.040,3.718,-0.934,,,,,,,,,,,,
3.050,3.187,-0.932,,,,,,,,,,,,
3.060,2.652,-0.931,,,,,,,,,,,,
3.070,2.106,-0.931,,,,,,,,,,,,
3.080,1.544,-0.931,,,,,,,,,,,,
3.090,0.981,-0.931,,,,,,,,,,,,
3.100,0.417,-0.928,,,,,,,,,,,,
3.110,-0.147,-0.927,,,,,,,,,,,,
3.120,-0.681,-0.926,,,,,,,,,,,,
3.130,-1.239,-0.926,,,,,,,,,,,,
3.140,-1.795,-0.926,,,,,,,,,,,,
3.150,-2.353,-0.923,,,,,,,,,,,,
3.160,-2.898,-0.921,,,,,,,,,,,,
3.170,-3.422,-0.919,,,,,,,,,,,,
3.180,-3.944,-0.918,,,,,,,,,,,,
3.190,-4.454,-0.917,,,,,,,,,,,,
3.200,-4.950,-0.917,,,,,,,,,,,,
3.210,-5.427,-0.917,,,,,,,,,,,,
3.220,-5.886,-0.917,,,,,,,,,,,,
3.230,-6.327,-0.918,,,,,,,,,,,,
3.240,-6.745,-0.918,,,,,,,,,,,,
3.250,-7.138,-0.917,,,,,,,,,,,,
3.260,-7.500,-0.917,,,,,,,,,,,,
3.270,-7.836,-0.917,,,,,,,,,,,,
3.280,-8.145,-0.918,,,,,,,,,,,,
3.290,-8.428,-0.918,,,,,,,,,,,,
3.300,-8.683,-0.917,,,,,,,,,,,,
3.310,-8.905,-0.917,,,,,,,,,,,,
3.320,-9.095,-0.917,,,,,,,,,,,,
3.330,-9.251,-0.917,,,,,,,,,,,,
3.340,-9.381,-0.918,,,,,,,,,,,,
3.350,-9.484,-0.917,,,,,,,,,,,,
3.360,-9.551,-0.917,,,,,,,,,,,,
3.370,-9.586,-0.917,,,,,,,,,,,,
3.380,-9.585,-0.918,,,,,,,,,,,,
3.390,-9.551,-0.918,,,,,,,,,,,,
3.400,-9.491,-0.917,,,,,,,,,,,,
3.410,-9.396,-0.917,,,,,,,,,,,,
3.420,-9.271,-0.918,,,,,,,,,,,,
3.430,-9.116,-0.918,,,,,,,,,,,,
3.440,-8.931,-0.918,,,,,,,,,,,,
3.450,-8.719,-0.917,,,,,,,,,,,,
3.460,-8.478,-0.917,,,,,,,,,,,,
3.470,-8.208,-0.917,,,,,,,,,,,,
