Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
0.300,-0.377,-1.412,,,,,,,,,,,,
0.310,-0.313,-1.312,,,,,,,,,,,,
0.320,-0.247,-1.211,,,,,,,,,,,,
0.330,-0.179,-1.107,,,,,,,,,,,,
0.340,-0.109,-0.999,,,,,,,,,,,,
0.350,-0.040,-0.894,,,,,,,,,,,,
0.360,0.026,-0.786,,,,,,,,,,,,
0.370,0.093,-0.680,,,,,,,,,,,,
0.380,0.153,-0.574,,,,,,,,,,,,
0.390,0.213,-0.472,,,,,,,,,,,,
0.400,0.268,-0.374,,,,,,,,,,,,
0.410,0.321,-0.278,,,,,,,,,,,,
0.420,0.371,-0.185,,,,,,,,,,,,
0.430,0.418,-0.102,,,,,,,,,,,,
0.440,0.460,-0.023,,,,,,,,,,,,
0.450,0.499,0.048,,,,,,,,,,,,
0.460,0.534,0.112,,,,,,,,,,,,
0.470,0.568,0.169,,,,,,,,,,,,
0.480,0.593,0.218,,,,,,,,,,,,
0.490,0.617,0.258,,,,,,,,,,,,
0.500,0.630,0.289,,,,,,,,,,,,
0.510,0.637,0.311,,,,,,,,,,,,
0.520,0.635,0.325,,,,,,,,,,,,
0.530,0.630,0.330,,,,,,,,,,,,
0.540,0.621,0.327,,,,,,,,,,,,
0.550,0.604,0.316,,,,,,,,,,,,
0.560,0.581,0.298,,,,,,,,,,,,
0.570,0.549,0.270,,,,,,,,,,,,
0.580,0.512,0.235,,,,,,,,,,,,
0.590,0.477,0.190,,,,,,,,,,,,
0.600,0.435,0.141,,,,,,,,,,,,
0.610,0.394,0.082,,,,,,,,,,,,
0.620,0.345,0.018,,,,,,,,,,,,
0.630,0.293,-0.052,,,,,,,,,,,,
0.640,0.241,-0.129,,,,,,,,,,,,
0.650,0.183,-0.211,,,,,,,,,,,,
0.660,0.128,-0.300,,,,,,,,,,,,
0.670,0.063,-0.392,,,,,,,,,,,,
0.680,-0.005,-0.486,,,,,,,,,,,,
0.690,-0.070,-0.585,,,,,,,,,,,,
0.700,-0.141,-0.685,,,,,,,,,,,,
0.710,-0.208,-0.787,,,,,,,,,,,,
0.720,-0.278,-0.890,,,,,,,,,,,,
0.730,-0.346,-0.993,,,,,,,,,,,,
0.740,-0.412,-1.097,,,,,,,,,,,,
0.750,-0.475,-1.198,,,,,,,,,,,,
0.760,-0.531,-1.298,,,,,,,,,,,,
0.770,-0.585,-1.397,,,,,,,,,,,,
0.780,-0.635,-1.493,,,,,,,,,,,,
0.790,-0.678,-1.584,,,,,,,,,,,,
0.800,-0.723,-1.671,,,,,,,,,,,,
0.810,-0.761,-1.752,,,,,,,,,,,,
0.820,-0.794,-1.826,,,,,,,,,,,,
0.830,-0.822,-1.893,,,,,,,,,,,,
0.840,-0.845,-1.953,,,,,,,,,,,,
0.850,-0.860,-2.004,,,,,,,,,,,,
0.860,-0.871,-2.044,,,,,,,,,,,,
0.870,-0.884,-2.074,,,,,,,,,,,,
0.880,-0.890,-2.093,,,,,,,,,,,,
0.890,-0.881,-2.103,,,,,,,,,,,,
0.900,-0.868,-2.105,,,,,,,,,,,,
0.910,-0.854,-2.097,,,,,,,,,,,,
0.920,-0.836,-2.079,,,,,,,,,,,,
0.930,-0.814,-2.050,,,,,,,,,,,,
0.940,-0.787,-2.011,,,,,,,,,,,,
0.950,-0.751,-1.963,,,,,,,,,,,,
0.960,-0.711,-1.906,,,,,,,,,,,,
0.970,-0.669,-1.841,,,,,,,,,,,,
0.980,-0.626,-1.768,,,,,,,,,,,,
0.990,-0.577,-1.688,,,,,,,,,,,,
1.000,-0.522,-1.603,,,,,,,,,,,,
1.010,-0.465,-1.510,,,,,,,,,,,,
1.020,-0.402,-1.413,,,,,,,,,,,,
1.030,-0.339,-1.312,,,,,,,,,,,,
1.040,-0.273,-1.211,,,,,,,,,,,,
1.050,-0.201,-1.108,,,,,,,,,,,,
1.060,-0.130,-1.001,,,,,,,,,,,,
1.070,-0.059,-0.894,,,,,,,,,,,,
1.080,0.009,-0.786,,,,,,,,,,,,
1.090,0.077,-0.679,,,,,,,,,,,,
1.100,0.143,-0.574,,,,,,,,,,,,
1.110,0.206,-0.472,,,,,,,,,,,,
1.120,0.264,-0.374,,,,,,,,,,,,
1.130,0.318,-0.278,,,,,,,,,,,,
1.140,0.372,-0.186,,,,,,,,,,,,
1.150,0.423,-0.103,,,,,,,,,,,,
1.160,0.466,-0.025,,,,,,,,,,,,
1.170,0.508,0.046,,,,,,,,,,,,
1.180,0.545,0.111,,,,,,,,,,,,
1.190,0.580,0.168,,,,,,,,,,,,
1.200,0.611,0.216,,,,,,,,,,,,
1.210,0.635,0.257,,,,,,,,,,,,
1.220,0.652,0.289,,,,,,,,,,,,
1.230,0.661,0.312,,,,,,,,,,,,
1.240,0.661,0.326,,,,,,,,,,,,
1.250,0.659,0.331,,,,,,,,,,,,
1.260,0.650,0.329,,,,,,,,,,,,
1.270,0.634,0.318,,,,,,,,,,,,
1.280,0.607,0.301,,,,,,,,,,,,
1.290,0.579,0.273,,,,,,,,,,,,
1.300,0.545,0.238,,,,,,,,,,,,
1.310,0.508,0.193,,,,,,,,,,,,
1.320,0.466,0.145,,,,,,,,,,,,
1.330,0.421,0.086,,,,,,,,,,,,
1.340,0.378,0.022,,,,,,,,,,,,
1.350,0.329,-0.049,,,,,,,,,,,,
1.360,0.275,-0.126,,,,,,,,,,,,
1.370,0.224,-0.207,,,,,,,,,,,,
1.380,0.161,-0.295,,,,,,,,,,,,
1.390,0.104,-0.388,,,,,,,,,,,,
1.400,0.041,-0.484,,,,,,,,,,,,
1.410,-0.026,-0.584,,,,,,,,,,,,
1.420,-0.091,-0.683,,,,,,,,,,,,
1.430,-0.163,-0.784,,,,,,,,,,,,
1.440,-0.229,-0.888,,,,,,,,,,,,
1.450,-0.296,-0.991,,,,,,,,,,,,
1.460,-0.361,-1.095,,,,,,,,,,,,
1.470,-0.423,-1.196,,,,,,,,,,,,
1.480,-0.484,-1.295,,,,,,,,,,,,
1.490,-0.538,-1.394,,,,,,,,,,,,
1.500,-0.589,-1.490,,,,,,,,,,,,
1.510,-0.637,-1.581,,,,,,,,,,,,
1.520,-0.676,-1.667,,,,,,,,,,,,
1.530,-0.715,-1.748,,,,,,,,,,,,
1.540,-0.749,-1.823,,,,,,,,,,,,
1.550,-0.781,-1.891,,,,,,,,,,,,
1.560,-0.807,-1.952,,,,,,,,,,,,
1.570,-0.826,-2.002,,,,,,,,,,,,
1.580,-0.839,-2.042,,,,,,,,,,,,
1.590,-0.845,-2.072,,,,,,,,,,,,
1.600,-0.844,-2.093,,,,,,,,,,,,
1.610,-0.843,-2.104,,,,,,,,,,,,
1.620,-0.839,-2.105,,,,,,,,,,,,
1.630,-0.825,-2.097,,,,,,,,,,,,
1.640,-0.805,-2.080,,,,,,,,,,,,
1.650,-0.779,-2.052,,,,,,,,,,,,
1.660,-0.751,-2.014,,,,,,,,,,,,
1.670,-0.721,-1.965,,,,,,,,,,,,
1.680,-0.686,-1.908,,,,,,,,,,,,
1.690,-0.648,-1.844,,,,,,,,,,,,
1.700,-0.603,-1.772,,,,,,,,,,,,
1.710,-0.553,-1.692,,,,,,,,,,,,
1.720,-0.503,-1.606,,,,,,,,,,,,
1.730,-0.450,-1.513,,,,,,,,,,,,
1.740,-0.388,-1.415,,,,,,,,,,,,
1.750,-0.324,-1.315,,,,,,,,,,,,
1.760,-0.258,-1.213,,,,,,,,,,,,
1.770,-0.191,-1.109,,,,,,,,,,,,
1.780,-0.123,-1.001,,,,,,,,,,,,
1.790,-0.054,-0.896,,,,,,,,,,,,
1.800,0.014,-0.788,,,,,,,,,,,,
1.810,0.080,-0.682,,,,,,,,,,,,
1.820,0.143,-0.577,,,,,,,,,,,,
1.830,0.203,-0.475,,,,,,,,,,,,
1.840,0.258,-0.376,,,,,,,,,,,,
1.850,0.311,-0.281,,,,,,,,,,,,
1.860,0.360,-0.189,,,,,,,,,,,,
1.870,0.407,-0.105,,,,,,,,,,,,
1.880,0.449,-0.025,,,,,,,,,,,,
1.890,0.487,0.046,,,,,,,,,,,,
1.900,0.520,0.111,,,,,,,,,,,,
1.910,0.550,0.168,,,,,,,,,,,,
1.920,0.573,0.217,,,,,,,,,,,,
1.930,0.590,0.258,,,,,,,,,,,,
1.940,0.604,0.290,,,,,,,,,,,,
1.950,0.609,0.312,,,,,,,,,,,,
1.960,0.606,0.326,,,,,,,,,,,,
1.970,0.600,0.332,,,,,,,,,,,,
1.980,0.587,0.331,,,,,,,,,,,,
1.990,0.570,0.320,,,,,,,,,,,,
2.000,0.552,0.302,,,,,,,,,,,,
2.010,0.521,0.274,,,,,,,,,,,,
2.020,0.489,0.239,,,,,,,,,,,,
2.030,0.454,0.195,,,,,,,,,,,,
2.040,0.415,0.146,,,,,,,,,,,,
2.050,0.376,0.087,,,,,,,,,,,,
2.060,0.327,0.022,,,,,,,,,,,,
2.070,0.278,-0.047,,,,,,,,,,,,
2.080,0.226,-0.124,,,,,,,,,,,,
2.090,0.167,-0.206,,,,,,,,,,,,
2.100,0.114,-0.295,,,,,,,,,,,,
2.110,0.050,-0.387,,,,,,,,,,,,
2.120,-0.018,-0.481,,,,,,,,,,,,
2.130,-0.083,-0.581,,,,,,,,,,,,
2.140,-0.153,-0.680,,,,,,,,,,,,
2.150,-0.218,-0.782,,,,,,,,,,,,
2.160,-0.286,-0.886,,,,,,,,,,,,
2.170,-0.353,-0.989,,,,,,,,,,,,
2.180,-0.418,-1.093,,,,,,,,,,,,
2.190,-0.480,-1.194,,,,,,,,,,,,
2.200,-0.535,-1.295,,,,,,,,,,,,
2.210,-0.587,-1.394,,,,,,,,,,,,
2.220,-0.637,-1.490,,,,,,,,,,,,
2.230,-0.680,-1.581,,,,,,,,,,,,
2.240,-0.726,-1.668,,,,,,,,,,,,
2.250,-0.763,-1.750,,,,,,,,,,,,
2.260,-0.796,-1.825,,,,,,,,,,,,
2.270,-0.823,-1.892,,,,,,,,,,,,
2.280,-0.846,-1.951,,,,,,,,,,,,
2.290,-0.862,-2.002,,,,,,,,,,,,
2.300,-0.873,-2.043,,,,,,,,,,,,
2.310,-0.884,-2.072,,,,,,,,,,,,
2.320,-0.888,-2.092,,,,,,,,,,,,
2.330,-0.879,-2.102,,,,,,,,,,,,
2.340,-0.867,-2.104,,,,,,,,,,,,
2.350,-0.851,-2.096,,,,,,,,,,,,
2.360,-0.832,-2.079,,,,,,,,,,,,
2.370,-0.809,-2.050,,,,,,,,,,,,
2.380,-0.781,-2.011,,,,,,,,,,,,
2.390,-0.744,-1.963,,,,,,,,,,,,
2.400,-0.704,-1.907,,,,,,,,,,,,
2.410,-0.661,-1.842,,,,,,,,,,,,
2.420,-0.618,-1.769,,,,,,,,,,,,
2.430,-0.568,-1.689,,,,,,,,,,,,
2.440,-0.514,-1.604,,,,,,,,,,,,
2.450,-0.454,-1.512,,,,,,,,,,,,
2.460,-0.392,-1.415,,,,,,,,,,,,
2.470,-0.326,-1.315,,,,,,,,,,,,
2.480,-0.260,-1.214,,,,,,,,,,,,
2.490,-0.187,-1.111,,,,,,,,,,,,
2.500,-0.115,-1.004,,,,,,,,,,,,
2.510,-0.044,-0.898,,,,,,,,,,,,
2.520,0.023,-0.790,,,,,,,,,,,,
2.530,0.090,-0.682,,,,,,,,,,,,
2.540,0.156,-0.578,,,,,,,,,,,,
2.550,0.219,-0.476,,,,,,,,,,,,
2.560,0.276,-0.377,,,,,,,,,,,,
2.570,0.331,-0.281,,,,,,,,,,,,
2.580,0.384,-0.188,,,,,,,,,,,,
2.590,0.433,-0.104,,,,,,,,,,,,
2.600,0.479,-0.026,,,,,,,,,,,,
2.610,0.522,0.045,,,,,,,,,,,,
2.620,0.561,0.110,,,,,,,,,,,,
2.630,0.598,0.168,,,,,,,,,,,,
2.640,0.629,0.216,,,,,,,,,,,,
2.650,0.655,0.257,,,,,,,,,,,,
2.660,0.670,0.289,,,,,,,,,,,,
2.670,0.677,0.313,,,,,,,,,,,,
2.680,0.679,0.327,,,,,,,,,,,,
2.690,0.675,0.332,,,,,,,,,,,,
2.700,0.664,0.329,,,,,,,,,,,,
2.710,0.647,0.319,,,,,,,,,,,,
2.720,0.617,0.302,,,,,,,,,,,,
2.730,0.586,0.275,,,,,,,,,,,,
2.740,0.550,0.240,,,,,,,,,,,,
2.750,0.514,0.195,,,,,,,,,,,,
2.760,0.472,0.146,,,,,,,,,,,,
2.770,0.425,0.088,,,,,,,,,,,,
2.780,0.380,0.024,,,,,,,,,,,,
2.790,0.330,-0.046,,,,,,,,,,,,
2.800,0.276,-0.123,,,,,,,,,,,,
2.810,0.224,-0.205,,,,,,,,,,,,
2.820,0.161,-0.293,,,,,,,,,,,,
2.830,0.102,-0.386,,,,,,,,,,,,
2.840,0.037,-0.481,,,,,,,,,,,,
2.850,-0.030,-0.581,,,,,,,,,,,,
2.860,-0.096,-0.681,,,,,,,,,,,,
2.870,-0.168,-0.782,,,,,,,,,,,,
2.880,-0.236,-0.886,,,,,,,,,,,,
2.890,-0.302,-0.989,,,,,,,,,,,,
2.900,-0.369,-1.094,,,,,,,,,,,,
2.910,-0.432,-1.194,,,,,,,,,,,,
2.920,-0.494,-1.293,,,,,,,,,,,,
2.930,-0.551,-1.392,,,,,,,,,,,,
2.940,-0.602,-1.488,,,,,,,,,,,,
2.950,-0.648,-1.580,,,,,,,,,,,,
2.960,-0.688,-1.667,,,,,,,,,,,,
2.970,-0.733,-1.747,,,,,,,,,,,,
2.980,-0.769,-1.822,,,,,,,,,,,,
2.990,-0.800,-1.891,,,,,,,,,,,,
3.000,-0.822,-1.952,,,,,,,,,,,,
3.010,-0.841,-2.003,,,,,,,,,,,,
3.020,-0.855,-2.044,,,,,,,,,,,,
3.030,-0.863,-2.074,,,,,,,,,,,,
3.040,-0.867,-2.095,,,,,,,,,,,,
3.050,-0.863,-2.106,,,,,,,,,,,,
3.060,-0.852,-2.108,,,,,,,,,,,,
3.070,-0.839,-2.100,,,,,,,,,,,,
3.080,-0.822,-2.082,,,,,,,,,,,,
3.090,-0.800,-2.054,,,,,,,,,,,,
3.100,-0.773,-2.015,,,,,,,,,,,,
3.110,-0.740,-1.967,,,,,,,,,,,,
3.120,-0.707,-1.910,,,,,,,,,,,,
3.130,-0.668,-1.844,,,,,,,,,,,,
3.140,-0.627,-1.772,,,,,,,,,,,,
3.150,-0.577,-1.693,,,,,,,,,,,,
3.160,-0.525,-1.608,,,,,,,,,,,,
3.170,-0.471,-1.515,,,,,,,,,,,,
3.180,-0.409,-1.418,,,,,,,,,,,,
3.190,-0.344,-1.318,,,,,,,,,,,,
3.200,-0.277,-1.216,,,,,,,,,,,,
3.210,-0.206,-1.113,,,,,,,,,,,,
3.220,-0.138,-1.006,,,,,,,,,,,,
3.230,-0.067,-0.900,,,,,,,,,,,,
3.240,0.001,-0.792,,,,,,,,,,,,
3.250,0.069,-0.686,,,,,,,,,,,,
3.260,0.133,-0.581,,,,,,,,,,,,
3.270,0.191,-0.478,,,,,,,,,,,,
3.280,0.249,-0.380,,,,,,,,,,,,
3.290,0.303,-0.284,,,,,,,,,,,,
3.300,0.353,-0.192,,,,,,,,,,,,
3.310,0.401,-0.108,,,,,,,,,,,,
3.320,0.443,-0.028,,,,,,,,,,,,
3.330,0.483,0.044,,,,,,,,,,,,
3.340,0.517,0.109,,,,,,,,,,,,
3.350,0.548,0.166,,,,,,,,,,,,
3.360,0.577,0.215,,,,,,,,,,,,
3.370,0.594,0.257,,,,,,,,,,,,
3.380,0.608,0.289,,,,,,,,,,,,
3.390,0.616,0.312,,,,,,,,,,,,
3.400,0.615,0.326,,,,,,,,,,,,
3.410,0.609,0.332,,,,,,,,,,,,
3.420,0.599,0.331,,,,,,,,,,,,
3.430,0.582,0.321,,,,,,,,,,,,
3.440,0.563,0.303,,,,,,,,,,,,
3.450,0.533,0.275,,,,,,,,,,,,
3.460,0.501,0.240,,,,,,,,,,,,
3.470,0.467,0.197,,,,,,,,,,,,
3.480,0.427,0.148,,,,,,,,,,,,
3.490,0.390,0.089,,,,,,,,,,,,
3.500,0.343,0.025,,,,,,,,,,,,
3.510,0.294,-0.046,,,,,,,,,,,,
3.520,0.243,-0.123,,,,,,,,,,,,
3.530,0.187,-0.205,,,,,,,,,,,,
3.540,0.133,-0.293,,,,,,,,,,,,
3.550,0.073,-0.386,,,,,,,,,,,,
3.560,0.007,-0.479,,,,,,,,,,,,
3.570,-0.060,-0.578,,,,,,,,,,,,
3.580,-0.129,-0.677,,,,,,,,,,,,
3.590,-0.194,-0.779,,,,,,,,,,,,
3.600,-0.263,-0.884,,,,,,,,,,,,
3.610,-0.328,-0.986,,,,,,,,,,,,
3.620,-0.395,-1.090,,,,,,,,,,,,
3.630,-0.458,-1.191,,,,,,,,,,,,
3.640,-0.514,-1.292,,,,,,,,,,,,
3.650,-0.568,-1.391,,,,,,,,,,,,
3.660,-0.617,-1.487,,,,,,,,,,,,
3.670,-0.661,-1.578,,,,,,,,,,,,
3.680,-0.702,-1.666,,,,,,,,,,,,
3.690,-0.742,-1.747,,,,,,,,,,,,
3.700,-0.776,-1.822,,,,,,,,,,,,
3.710,-0.804,-1.890,,,,,,,,,,,,
3.720,-0.830,-1.949,,,,,,,,,,,,
3.730,-0.848,-2.000,,,,,,,,,,,,
3.740,-0.859,-2.042,,,,,,,,,,,,
3.750,-0.866,-2.073,,,,,,,,,,,,
3.760,-0.872,-2.093,,,,,,,,,,,,
3.770,-0.867,-2.103,,,,,,,,,,,,
3.780,-0.855,-2.105,,,,,,,,,,,,
3.790,-0.838,-2.097,,,,,,,,,,,,
3.800,-0.818,-2.081,,,,,,,,,,,,
3.810,-0.794,-2.052,,,,,,,,,,,,
3.820,-0.766,-2.014,,,,,,,,,,,,
3.830,-0.731,-1.965,,,,,,,,,,,,
3.840,-0.693,-1.909,,,,,,,,,,,,
3.850,-0.651,-1.844,,,,,,,,,,,,
3.860,-0.607,-1.772,,,,,,,,,,,,
3.870,-0.558,-1.692,,,,,,,,,,,,
3.880,-0.505,-1.607,,,,,,,,,,,,
3.890,-0.446,-1.516,,,,,,,,,,,,
3.900,-0.383,-1.419,,,,,,,,,,,,
3.910,-0.318,-1.319,,,,,,,,,,,,
3.920,-0.252,-1.218,,,,,,,,,,,,
3.930,-0.181,-1.115,,,,,,,,,,,,
3.940,-0.109,-1.008,,,,,,,,,,,,
3.950,-0.040,-0.902,,,,,,,,,,,,
3.960,0.028,-0.794,,,,,,,,,,,,
3.970,0.094,-0.686,,,,,,,,,,,,
3.980,0.158,-0.582,,,,,,,,,,,,
3.990,0.221,-0.479,,,,,,,,,,,,
4.000,0.279,-0.380,,,,,,,,,,,,
4.010,0.333,-0.284,,,,,,,,,,,,
4.020,0.384,-0.190,,,,,,,,,,,,
4.030,0.432,-0.107,,,,,,,,,,,,
4.040,0.475,-0.028,,,,,,,,,,,,
4.050,0.518,0.043,,,,,,,,,,,,
4.060,0.556,0.108,,,,,,,,,,,,
4.070,0.592,0.166,,,,,,,,,,,,
4.080,0.620,0.214,,,,,,,,,,,,
4.090,0.643,0.255,,,,,,,,,,,,
4.100,0.660,0.288,,,,,,,,,,,,
4.110,0.667,0.311,,,,,,,,,,,,
4.120,0.666,0.325,,,,,,,,,,,,
4.130,0.662,0.331,,,,,,,,,,,,
4.140,0.651,0.329,,,,,,,,,,,,
4.150,0.635,0.319,,,,,,,,,,,,
4.160,0.605,0.302,,,,,,,,,,,,
4.170,0.575,0.276,,,,,,,,,,,,
4.180,0.540,0.241,,,,,,,,,,,,
4.190,0.503,0.197,,,,,,,,,,,,
4.200,0.461,0.148,,,,,,,,,,,,
4.210,0.418,0.089,,,,,,,,,,,,
4.220,0.372,0.026,,,,,,,,,,,,
4.230,0.323,-0.044,,,,,,,,,,,,
4.240,0.268,-0.121,,,,,,,,,,,,
4.250,0.217,-0.202,,,,,,,,,,,,
4.260,0.154,-0.291,,,,,,,,,,,,
4.270,0.094,-0.383,,,,,,,,,,,,
4.280,0.028,-0.478,,,,,,,,,,,,
4.290,-0.039,-0.579,,,,,,,,,,,,
4.300,-0.105,-0.678,,,,,,,,,,,,
4.310,-0.175,-0.780,,,,,,,,,,,,
4.320,-0.247,-0.883,,,,,,,,,,,,
4.330,-0.312,-0.986,,,,,,,,,,,,
4.340,-0.380,-1.091,,,,,,,,,,,,
4.350,-0.442,-1.192,,,,,,,,,,,,
4.360,-0.502,-1.292,,,,,,,,,,,,
4.370,-0.560,-1.391,,,,,,,,,,,,
4.380,-0.609,-1.487,,,,,,,,,,,,
4.390,-0.654,-1.578,,,,,,,,,,,,
4.400,-0.696,-1.665,,,,,,,,,,,,
4.410,-0.739,-1.746,,,,,,,,,,,,
4.420,-0.776,-1.821,,,,,,,,,,,,
4.430,-0.805,-1.889,,,,,,,,,,,,
4.440,-0.828,-1.950,,,,,,,,,,,,
4.450,-0.846,-2.001,,,,,,,,,,,,
4.460,-0.860,-2.041,,,,,,,,,,,,
4.470,-0.872,-2.071,,,,,,,,,,,,
4.480,-0.877,-2.093,,,,,,,,,,,,
4.490,-0.873,-2.104,,,,,,,,,,,,
4.500,-0.860,-2.107,,,,,,,,,,,,
4.510,-0.846,-2.098,,,,,,,,,,,,
4.520,-0.830,-2.081,,,,,,,,,,,,
4.530,-0.807,-2.054,,,,,,,,,,,,
4.540,-0.780,-2.016,,,,,,,,,,,,
4.550,-0.745,-1.968,,,,,,,,,,,,
4.560,-0.709,-1.912,,,,,,,,,,,,
4.570,-0.669,-1.846,,,,,,,,,,,,
4.580,-0.626,-1.775,,,,,,,,,,,,
4.590,-0.577,-1.696,,,,,,,,,,,,
4.600,-0.524,-1.611,,,,,,,,,,,,
4.610,-0.470,-1.519,,,,,,,,,,,,
4.620,-0.409,-1.421,,,,,,,,,,,,
4.630,-0.344,-1.321,,,,,,,,,,,,
4.640,-0.278,-1.220,,,,,,,,,,,,
4.650,-0.208,-1.117,,,,,,,,,,,,
4.660,-0.139,-1.010,,,,,,,,,,,,
4.670,-0.069,-0.903,,,,,,,,,,,,
4.680,-0.000,-0.796,,,,,,,,,,,,
4.690,0.068,-0.689,,,,,,,,,,,,
4.700,0.134,-0.585,,,,,,,,,,,,
4.710,0.193,-0.482,,,,,,,,,,,,
4.720,0.252,-0.382,,,,,,,,,,,,
4.730,0.306,-0.287,,,,,,,,,,,,
4.740,0.357,-0.195,,,,,,,,,,,,
4.750,0.408,-0.111,,,,,,,,,,,,
4.760,0.451,-0.031,,,,,,,,,,,,
4.770,0.488,0.041,,,,,,,,,,,,
4.780,0.523,0.106,,,,,,,,,,,,
4.790,0.559,0.164,,,,,,,,,,,,
4.800,0.588,0.212,,,,,,,,,,,,
4.810,0.610,0.254,,,,,,,,,,,,
4.820,0.624,0.288,,,,,,,,,,,,
4.830,0.631,0.311,,,,,,,,,,,,
4.840,0.629,0.326,,,,,,,,,,,,
4.850,0.625,0.332,,,,,,,,,,,,
4.860,0.618,0.331,,,,,,,,,,,,
4.870,0.599,0.321,,,,,,,,,,,,
4.880,0.576,0.303,,,,,,,,,,,,
4.890,0.548,0.276,,,,,,,,,,,,
4.900,0.513,0.241,,,,,,,,,,,,
4.910,0.479,0.197,,,,,,,,,,,,
4.920,0.438,0.149,,,,,,,,,,,,
4.930,0.399,0.090,,,,,,,,,,,,
4.940,0.355,0.025,,,,,,,,,,,,
4.950,0.306,-0.045,,,,,,,,,,,,
4.960,0.254,-0.121,,,,,,,,,,,,
4.970,0.199,-0.202,,,,,,,,,,,,
4.980,0.142,-0.290,,,,,,,,,,,,
4.990,0.084,-0.382,,,,,,,,,,,,
5.000,0.019,-0.477,,,,,,,,,,,,
5.010,-0.048,-0.576,,,,,,,,,,,,
5.020,-0.116,-0.674,,,,,,,,,,,,
5.030,-0.184,-0.776,,,,,,,,,,,,
5.040,-0.253,-0.880,,,,,,,,,,,,
5.050,-0.317,-0.983,,,,,,,,,,,,
5.060,-0.383,-1.087,,,,,,,,,,,,
5.070,-0.447,-1.188,,,,,,,,,,,,
5.080,-0.505,-1.289,,,,,,,,,,,,
