file,max_stress,min_stress,mean_stress,alternating_stress
0 lbs gasket,105.03520556508418,61.80443232671542,83.4198189458998,21.61538661918438
0 lbs nogasket,105.3297479249028,62.09786948884844,83.71380870687562,21.615939218027183
125 lbs gasket,174.58436501076304,167.25016449481956,170.9172647527913,3.6671002579717396
125 lbs nogasket,166.6516312576773,163.25807152780862,164.95485139274297,1.6967798649343422
60 lbs gasket,110.29962712335488,88.8636782679253,99.58165269564009,10.717974427714793
60 lbs nogasket,106.34672869022167,84.15318835114381,95.24995852068274,11.096770169538928
75 lbs gasket,124.10105695853196,110.48817097787352,117.29461396820274,6.8064429903292165
75 lbs nogasket,108.6712567396532,101.33749707250823,105.00437690608072,3.6668798335724873
