file,max_stress,min_stress,mean_stress,alternating_stress
G14-Thu-0125-with-0.dat,106.90162408974,63.3441845037,85.12290429672,21.77871979302
G14-Thu-0125-with-125.dat,184.57101147539,176.58806890771,180.57954019155,3.9914712838399993
G14-Thu-0125-with-60.dat,107.20265182014002,66.52362974066,86.86314078040002,20.33951103974001
G14-Thu-0125-with-75.dat,125.31586601895,109.88954896152,117.602707490235,7.713158528714999
G14-Thu-0125-without-0.dat,106.56822630999999,62.824545576439995,84.69638594322,21.871840366779995
G14-Thu-0125-without-125.dat,168.98478487657,165.84028273554,167.412533806055,1.5722510705149944
G14-Thu-0125-without-60.dat,107.42977466344,81.13284330034,94.28130898188999,13.14846568155
G14-Thu-0125-without-75.dat,109.8011127054,100.83476088333,105.31793679436501,4.483175911034998
